Parent Tier Code,Tier Type Title,Tier Code,Tier Title,Subtitle,Description,Subject,Editions,Levels,Visibility,Locales,Curriculum Tree Thumbnail,Color Code,Sort Order,Header Image Src,Created By,Created Date,Last Updated By,Last Updated Date
CO_M01_T05_L01_SS02,Learning Object,4d5c9f31084655d72d81f2866a440549a1a70061,,,,,,,,,,,,,,,,
CO_M01_T05_L01_SS02,Learning Object,00b84f4d530b48e45c6a3bb5347783f431ff2f18,,,,,,,,,,,,,,,,
CO_M01_T05_L01_SS02,Learning Object,4682b1ab7a298adc8c234d95df9791929f0cdf75,,,,,,,,,,,,,,,,
CO_M01_T05_L01_SS02,Learning Object,23c8984b0e05b9db65fec84dd3379393c1e7e085,,,,,,,,,,,,,,,,
CO_M01_T05_L01_SS02,Learning Object,2a54c1c9967955972b5c40ccbea093e773ceddff,,,,,,,,,,,,,,,,
CO_M01_T05_L01_SS02,Learning Object,d7e652b16d4e021e96d99aa930a667ead185e2ec,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L02,Lesson 1: Is There a Pattern Here?,Recognizing Patterns and Sequences,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02,Sub_Section,CO_M01_T05_L02_SS00,Student Lesson Resources,,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02_SS00,Learning Object,c970a9dceb3fe7313bd07326829b1ea398fdb1b0,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS00,Learning Object,32a5a967a0608e33fc0811cc6592f426c41c938f,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS00,Learning Object,35aba9e08d61bc93a1d36f0e2e3c4b335b2ea0ae,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS00,Learning Object,c3edd93ca5c985bdfed5fbd62e411916e4ca9dc5,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS00,Learning Object,bee2aa6c5056fa11086f2f22a1f8a9f5a72f0763,,,,,,,,,,,,,,,,
CO_M01_T05_L02,Sub_Section,CO_M01_T05_L02_SS01,Lesson Planning Resources,,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02_SS01,Learning Object,775dec4a29337b2f77ad3fc626d1e230b1306c2e,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS01,Learning Object,9c750097fa1022ec2a20a66dbef09ebaa97be3d5,,,,,,,,,,,,,,,,
CO_M01_T05_L02,Sub_Section,CO_M01_T05_L02_SS02,MATHia Adaptive Problem-Solving,,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02_SS02,Learning Object,9466deaf97130949ce9255855a1ec8166746e09e,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS02,Learning Object,a6ee18e68b0d39c5f6222a642a17777df596f2ab,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS02,Learning Object,9c848e4ce3c390970648eaefde037788d1c66bf3,,,,,,,,,,,,,,,,
CO_M01_T05_L02,Sub_Section,CO_M01_T05_L02_SS03,MATHstream Interactive Videos,,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02_SS03,Learning Object,146f986673d8e389e79863687147915aea6563b6,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS03,Learning Object,a332752b33ad391bafa9efd5919f68f6da648c59,,,,,,,,,,,,,,,,
CO_M01_T05_L02,Sub_Section,CO_M01_T05_L02_SS04,Skills Practice,,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02_SS04,Learning Object,4ac5525d3b70424bdbb23e3631313b07f57fbd17,,,,,,,,,,,,,,,,
CO_M01_T05_L02_SS04,Learning Object,b74da84b2f032764ea09eccc354c71a34c93bd99,,,,,,,,,,,,,,,,
CO_M01_T05_L02,Sub_Section,CO_M01_T05_L02_SS05,Lesson Resources with Answers,,Students express geometric patterns and scenarios using numeric sequences. They then connect the term number and terms with a table of values and describe the growth pattern in a sequence using a starting value and operation. Students recognize that sequences are functions and describe their domain and range. They create sequences to fit given criteria.,,,,,,,,,,,,,
CO_M01_T05_L02_SS05,Learning Object,8eb69c75bd42f868c9eb24e3a1fea7ff0f323d88,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L03,Lesson 2: The Password Is . . . Operations!,Arithmetic and Geometric Sequences,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03,Sub_Section,CO_M01_T05_L03_SS00,Student Lesson Resources,,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03_SS00,Learning Object,e369cffb765387b0133158266f483389353d06fc,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS00,Learning Object,82277032f1bb5794de9fd0cd79f0787baa768198,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS00,Learning Object,89cbdb3332560280671c1616c2d238c57e97928a,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS00,Learning Object,56b55ba530b17877ae545c9b74b2cb3dbfdc3a91,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS00,Learning Object,03ceacae3aa612d6b78fc18e1a033ad951090153,,,,,,,,,,,,,,,,
CO_M01_T05_L03,Sub_Section,CO_M01_T05_L03_SS01,Lesson Planning Resources,,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03_SS01,Learning Object,5b82fccc4e08f8f4ceacc988910f7bdb89180988,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS01,Learning Object,2f8750192795763f772d4b1cfcc203bb42ded728,,,,,,,,,,,,,,,,
CO_M01_T05_L03,Sub_Section,CO_M01_T05_L03_SS02,MATHia Adaptive Problem-Solving,,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03_SS02,Learning Object,08567c8d553598380e7977b466326fd4bbb8a89e,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS02,Learning Object,8f68d929999f0ec9d66f4573718300ded8fde663,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS02,Learning Object,75a637eac685dcc050ecd99789be9d122af56697,,,,,,,,,,,,,,,,
CO_M01_T05_L03,Sub_Section,CO_M01_T05_L03_SS03,MATHstream Interactive Videos,,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03_SS03,Learning Object,9699e3b4f713b590a5b20761436cc97c8aa384a8,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS03,Learning Object,a19fefba141540c6803a595575af603941132382,,,,,,,,,,,,,,,,
CO_M01_T05_L03,Sub_Section,CO_M01_T05_L03_SS04,Skills Practice,,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03_SS04,Learning Object,de5e6bbfc3048c903f4a689dc6da853bc9403a0c,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS04,Learning Object,27bde9fa049f4eaa4a7ac4115de71c6f8480e5fb,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS04,Learning Object,afc117f8ab2f0db7571ff1e4aed4a94f39404f1f,,,,,,,,,,,,,,,,
CO_M01_T05_L03_SS04,Learning Object,afbdc794c00be219c822f2957ffec43bc757d339,,,,,,,,,,,,,,,,
CO_M01_T05_L03,Sub_Section,CO_M01_T05_L03_SS05,Lesson Resources with Answers,,Students generate additional terms in sequences and describe their patterns. They then determine whether the sequences are arithmetic or geometric and identify their common difference or common ratio. Students then match graphs to each sequence in graphic organizers. They create sequences given the first term and common difference or common ratio.,,,,,,,,,,,,,
CO_M01_T05_L03_SS05,Learning Object,2acbde3310d5581c5845e6d383ce470dd8fe979b,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L04,Lesson 3: Did You Mean: Recursion?,"Determining Recursive and Explicit Expressions
from Contexts",Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04,Sub_Section,CO_M01_T05_L04_SS00,Student Lesson Resources,,Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04_SS00,Learning Object,c598ef261aab8f57d393b89241fa8ee3823e1450,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS00,Learning Object,94ba0c800ca6b7fb877827a6d68fcad3bee0ccca,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS00,Learning Object,bccb5ac96f97925b7227f14328f016010b2b9b01,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS00,Learning Object,db159b344b5f56c518279ae18b467ab20d6c376a,,,,,,,,,,,,,,,,
CO_M01_T05_L04,Sub_Section,CO_M01_T05_L04_SS01,Lesson Planning Resources,,Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04_SS01,Learning Object,b473dba7ce9207d102cead1d2faa3c739df673f2,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS01,Learning Object,83b4f4edef09c19f569d5803396e0c7ce44d4888,,,,,,,,,,,,,,,,
CO_M01_T05_L04,Sub_Section,CO_M01_T05_L04_SS02,MATHia Adaptive Problem-Solving,,Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04_SS02,Learning Object,4db8466507ef1a475e244e4e6c59fd86ee518a97,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS02,Learning Object,f852e29308b812b261755c046eccbe2109a462d8,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS02,Learning Object,afa72f6fcaa8daf5adb1fa6bdb4c608b1922ede9,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS02,Learning Object,11d43373d3d6be976a609454cd0395db65f5036c,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS02,Learning Object,ff2bc597f70880dbedf1889dfecd8c29ac677b62,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS02,Learning Object,58478e82d431c661316f7535c95cfa3ec0bb6a6b,,,,,,,,,,,,,,,,
CO_M01_T05_L04,Sub_Section,CO_M01_T05_L04_SS03,MATHstream Interactive Videos,,Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04_SS03,Learning Object,fb94bd436ebf9b8ab73f051f80686a79c7651162,,,,,,,,,,,,,,,,
CO_M01_T05_L04,Sub_Section,CO_M01_T05_L04_SS04,Skills Practice,,Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04_SS04,Learning Object,4a4a4227183c2a4a87bf5e75307187590f9c7d3f,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS04,Learning Object,0735366bd4d9f393c42dc6eb1cd441f759b49bff,,,,,,,,,,,,,,,,
CO_M01_T05_L04_SS04,Learning Object,412b66ca66760565bba27e6f2fab64bcb24637e6,,,,,,,,,,,,,,,,
CO_M01_T05_L04,Sub_Section,CO_M01_T05_L04_SS05,Lesson Resources with Answers,,Students learn the difference between recursive and explicit formulas and analyze worked examples that explain the formulas for arithmetic and geometric sequences. They use the formulas to generate the next term or any term value in both types of sequences. Students write the recursive and explicit formulas for the sequences in the previous lesson’s graphic organizers.,,,,,,,,,,,,,
CO_M01_T05_L04_SS05,Learning Object,41b2f8a7925377a539ad2d8a8d4575b7f341f337,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L05,"Lesson 4: 3 Pegs, N Discs",Modeling Using Sequences,"Students play a game as a real-world situation to engage in the mathematical modeling process. They organize their game results in a table, use mathematics to predict the results for an advanced version of the game, and play the game to test their prediction and make a mathematical conclusion. Students then map their thinking to the formal steps of the mathematical modeling process.",,,,,,,,,,,,,
CO_M01_T05_L05,Sub_Section,CO_M01_T05_L05_SS00,Student Lesson Resources,,"Students play a game as a real-world situation to engage in the mathematical modeling process. They organize their game results in a table, use mathematics to predict the results for an advanced version of the game, and play the game to test their prediction and make a mathematical conclusion. Students then map their thinking to the formal steps of the mathematical modeling process.",,,,,,,,,,,,,
CO_M01_T05_L05_SS00,Learning Object,635e2fe80872e31d1d20fbead995268b6a9f4e3e,,,,,,,,,,,,,,,,
CO_M01_T05_L05_SS00,Learning Object,4da1facc2d2660f324925605ce053bdc35d15024,,,,,,,,,,,,,,,,
CO_M01_T05_L05_SS00,Learning Object,54bcace7e24af1a9002442965e860887e19f29e1,,,,,,,,,,,,,,,,
CO_M01_T05_L05_SS00,Learning Object,2a87c15383b2263e74843ba83725b90f23c8bf3f,,,,,,,,,,,,,,,,
CO_M01_T05_L05,Sub_Section,CO_M01_T05_L05_SS01,Lesson Planning Resources,,"Students play a game as a real-world situation to engage in the mathematical modeling process. They organize their game results in a table, use mathematics to predict the results for an advanced version of the game, and play the game to test their prediction and make a mathematical conclusion. Students then map their thinking to the formal steps of the mathematical modeling process.",,,,,,,,,,,,,
CO_M01_T05_L05_SS01,Learning Object,126e02326727761834ff5ed74731f8dd98a136ab,,,,,,,,,,,,,,,,
CO_M01_T05_L05_SS01,Learning Object,ee7c7531f32dc982feb4f408462cbb8f7c21b277,,,,,,,,,,,,,,,,
CO_M01_T05_L05,Sub_Section,CO_M01_T05_L05_SS02,MATHstream Interactive Videos,,"Students play a game as a real-world situation to engage in the mathematical modeling process. They organize their game results in a table, use mathematics to predict the results for an advanced version of the game, and play the game to test their prediction and make a mathematical conclusion. Students then map their thinking to the formal steps of the mathematical modeling process.",,,,,,,,,,,,,
CO_M01_T05_L05_SS02,Learning Object,cd3ad5fdce86d50eca0d98b3d05c67774d7bfc87,,,,,,,,,,,,,,,,
CO_M01_T05_L05,Sub_Section,CO_M01_T05_L05_SS03,Skills Practice,,"Students play a game as a real-world situation to engage in the mathematical modeling process. They organize their game results in a table, use mathematics to predict the results for an advanced version of the game, and play the game to test their prediction and make a mathematical conclusion. Students then map their thinking to the formal steps of the mathematical modeling process.",,,,,,,,,,,,,
CO_M01_T05_L05_SS03,Learning Object,05e095c272df19b2112c3067aa9138fd5ad10673,,,,,,,,,,,,,,,,
CO_M01_T05_L05,Sub_Section,CO_M01_T05_L05_SS04,Lesson Resources with Answers,,"Students play a game as a real-world situation to engage in the mathematical modeling process. They organize their game results in a table, use mathematics to predict the results for an advanced version of the game, and play the game to test their prediction and make a mathematical conclusion. Students then map their thinking to the formal steps of the mathematical modeling process.",,,,,,,,,,,,,
CO_M01_T05_L05_SS04,Learning Object,d6bf35f915102a0b1c44b225e0721877f5da1dd5,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L06,Topic MATHia Adaptive Problem-Solving,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L06,Sub_Section,CO_M01_T05_L06_SS00,Recognizing Patterns and Sequences,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L06_SS00,Learning Object,9c848e4ce3c390970648eaefde037788d1c66bf3,,,,,,,,,,,,,,,,
CO_M01_T05_L06,Sub_Section,CO_M01_T05_L06_SS01,"Determining Recursive and Explicit Expressions
from Contexts",,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L06_SS01,Learning Object,75a637eac685dcc050ecd99789be9d122af56697,,,,,,,,,,,,,,,,
CO_M01_T05_L06,Sub_Section,CO_M01_T05_L06_SS02,Modeling Using Sequences,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L06_SS02,Learning Object,afa72f6fcaa8daf5adb1fa6bdb4c608b1922ede9,,,,,,,,,,,,,,,,
CO_M01_T05_L06_SS02,Learning Object,11d43373d3d6be976a609454cd0395db65f5036c,,,,,,,,,,,,,,,,
CO_M01_T05_L06_SS02,Learning Object,ff2bc597f70880dbedf1889dfecd8c29ac677b62,,,,,,,,,,,,,,,,
CO_M01_T05_L06_SS02,Learning Object,58478e82d431c661316f7535c95cfa3ec0bb6a6b,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L07,Additional Practice,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L07,Learning Object,d10a5962abbfc10d40dbfe10bb40e4fc38c73389,,,,,,,,,,,,,,,,
CO_M01_T05_L07,Learning Object,ddc49eff24a9536e1b26ea857ff5d6a111080c39,,,,,,,,,,,,,,,,
CO_M01_T05_L07,Learning Object,443702209f20688bb8abcc60cec676bade518aa6,,,,,,,,,,,,,,,,
CO_M01_T05_L07,Learning Object,ac0822ff6c6026e4c63406eea4c0972f38b5fcf4,,,,,,,,,,,,,,,,
CO_M01_T05,Lesson,CO_M01_T05_L08,Intervention Resources,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L08,Sub_Section,CO_M01_T05_L08_SS00,Topic Readiness Resources,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,6a2bd6b74d49b97eebbed1f3e58540cb95ab4c41,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,dca8398e9f255204d0220a7405b8c2f9ab40e9f2,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,fe3e88a31eeae8436ff7cd8653e988d2015961f4,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,7ff2caf7bda0d4f98ac9f7ed48e7802977207cae,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,a40ff751e51b7f3f4447958a72e70cf8ed4a8795,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,f29fd1ef49323c0b6156fb84734e67c3998a0466,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,b06e9280ba345bf966c059cd4a8841f71dc5a832,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,ac3633b7033b1faac0bcfb1e708a019949bebe53,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS00,Learning Object,bb8d03b8ec7c2c10f9051840bbc1cc8668511e04,,,,,,,,,,,,,,,,
CO_M01_T05_L08,Sub_Section,CO_M01_T05_L08_SS01,Topic Re-Engagement Resources,,"Students begin by analyzing sequences presented in scenarios. They infer a rule for each sequence, identify additional terms, and represent the sequence as a table. They explain why all sequences are functions and differentiate between a finite sequence and an infinite sequence.

After articulating the differences between various sequences, students define arithmetic sequences as those with a common difference and geometric sequences as those with a common ratio. They write recursive and explicit formulas for arithmetic and geometric sequences. In the final lesson of the topic, students engage in the modeling process, which gives them a structure for approaching real-world mathematical problems.",,,,,,,,,,,,,
CO_M01_T05_L08_SS01,Learning Object,a5cc10c7a16b10de516776c40a8c4bf7ac9482e0,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS01,Learning Object,07d54ac709290c08ca4647280cba51c4ce59bb1d,,,,,,,,,,,,,,,,
CO_M01_T05_L08_SS01,Learning Object,43fb4c3607a90cb43e546cfae5720f6117a2ae60,,,,,,,,,,,,,,,,
CO_M01,Topic,CO_M01_T06,Topic 3: Linear Regressions,,"Students explore a data set, represent it with a scatter plot, and estimate lines of best fit based on observable patterns. They then learn about the Least Squares Method and how to use technology to determine the regression equation.

Students use the linear regression equations to make and assess predictions, and they differentiate between extrapolation and interpolation.

Next, students use correlation coefficients and residual plots to measure the appropriateness of a linear fit. They analyze the formula for the correlation coefficient but use graphing technology to actually calculate the value. They differentiate between correlation and causation, recognizing that a correlation between two quantities does not necessarily mean that there is a causal relationship. Students construct residual plots and use them in conjunction with the shape of the scatter plot and the correlation coefficient to quantify whether a given model is an appropriate fit.

Finally, students are given a scenario and make predictions. They synthesize their learning from the topic to decide whether a linear model is appropriate. They compare the linear model to a quadratic model for the same data and recognize that the quadratic model is the better fit.",,,,,,,,,,,,,
CO_M01_T06,Lesson,CO_M01_T06_L00,Topic Planning Resources,,"Students explore a data set, represent it with a scatter plot, and estimate lines of best fit based on observable patterns. They then learn about the Least Squares Method and how to use technology to determine the regression equation.

Students use the linear regression equations to make and assess predictions, and they differentiate between extrapolation and interpolation.

Next, students use correlation coefficients and residual plots to measure the appropriateness of a linear fit. They analyze the formula for the correlation coefficient but use graphing technology to actually calculate the value. They differentiate between correlation and causation, recognizing that a correlation between two quantities does not necessarily mean that there is a causal relationship. Students construct residual plots and use them in conjunction with the shape of the scatter plot and the correlation coefficient to quantify whether a given model is an appropriate fit.

Finally, students are given a scenario and make predictions. They synthesize their learning from the topic to decide whether a linear model is appropriate. They compare the linear model to a quadratic model for the same data and recognize that the quadratic model is the better fit.",,,,,,,,,,,,,
CO_M01_T06_L00,Learning Object,830346366e9242af9e23281552268ff75d8dd1bf,,,,,,,,,,,,,,,,
CO_M01_T06_L00,Learning Object,3b13d942ee1b1fe84ff44d5d33bd59ce1e981b44,,,,,,,,,,,,,,,,
CO_M01_T06_L00,Learning Object,0957983ef45bbcfa2a8ccd9cadf7faadf87c86cc,,,,,,,,,,,,,,,,
CO_M01_T06,Lesson,CO_M01_T06_L01,Topic Assessments,,"Students explore a data set, represent it with a scatter plot, and estimate lines of best fit based on observable patterns. They then learn about the Least Squares Method and how to use technology to determine the regression equation.

Students use the linear regression equations to make and assess predictions, and they differentiate between extrapolation and interpolation.

Next, students use correlation coefficients and residual plots to measure the appropriateness of a linear fit. They analyze the formula for the correlation coefficient but use graphing technology to actually calculate the value. They differentiate between correlation and causation, recognizing that a correlation between two quantities does not necessarily mean that there is a causal relationship. Students construct residual plots and use them in conjunction with the shape of the scatter plot and the correlation coefficient to quantify whether a given model is an appropriate fit.

Finally, students are given a scenario and make predictions. They synthesize their learning from the topic to decide whether a linear model is appropriate. They compare the linear model to a quadratic model for the same data and recognize that the quadratic model is the better fit.",,,,,,,,,,,,,
CO_M01_T06_L01,Sub_Section,CO_M01_T06_L01_SS00,Progress-Monitoring Assessments,,"Students explore a data set, represent it with a scatter plot, and estimate lines of best fit based on observable patterns. They then learn about the Least Squares Method and how to use technology to determine the regression equation.

Students use the linear regression equations to make and assess predictions, and they differentiate between extrapolation and interpolation.

Next, students use correlation coefficients and residual plots to measure the appropriateness of a linear fit. They analyze the formula for the correlation coefficient but use graphing technology to actually calculate the value. They differentiate between correlation and causation, recognizing that a correlation between two quantities does not necessarily mean that there is a causal relationship. Students construct residual plots and use them in conjunction with the shape of the scatter plot and the correlation coefficient to quantify whether a given model is an appropriate fit.

Finally, students are given a scenario and make predictions. They synthesize their learning from the topic to decide whether a linear model is appropriate. They compare the linear model to a quadratic model for the same data and recognize that the quadratic model is the better fit.",,,,,,,,,,,,,
